age,wage,educ
29,23000,grades 7 or 8
44,0,high school diploma or equivalent
34,39000,high school diploma or equivalent
33,17000,some college but no degree
34,11125,"associate's degree, occupational/vocational program"
25,10500,bachelor's degree
45,24932,high school diploma or equivalent
45,0,grade 11
30,17000,grades 7 or 8
49,0,"grades 1, 2, 3, or 4"
39,11928,high school diploma or equivalent
20,11800,"associate's degree, academic program"
22,0,high school diploma or equivalent
45,0,grade 11
46,41000,some college but no degree
22,2400,bachelor's degree
24,22000,bachelor's degree
49,35000,bachelor's degree
46,13000,high school diploma or equivalent
50,29000,grades 5 or 6
41,33000,high school diploma or equivalent
50,43000,high school diploma or equivalent
46,34000,bachelor's degree
49,0,high school diploma or equivalent
30,8000,grade 9
50,0,grade 10
27,20000,high school diploma or equivalent
43,30018,high school diploma or equivalent
39,15100,high school diploma or equivalent
24,11000,high school diploma or equivalent
28,25000,high school diploma or equivalent
47,15000,high school diploma or equivalent
21,20000,high school diploma or equivalent
47,0,"associate's degree, occupational/vocational program"
23,3000,"associate's degree, academic program"
41,62000,high school diploma or equivalent
44,0,grades 7 or 8
38,64500,"associate's degree, occupational/vocational program"
49,0,grade 10
46,50000,bachelor's degree
20,7600,some college but no degree
23,12000,grade 10
37,33000,bachelor's degree
47,43000,high school diploma or equivalent
50,0,grades 7 or 8
50,75000,high school diploma or equivalent
44,0,high school diploma or equivalent
45,32000,high school diploma or equivalent
23,6250,some college but no degree
44,36000,bachelor's degree
40,0,high school diploma or equivalent
41,2560,high school diploma or equivalent
28,14000,high school diploma or equivalent
34,11960,high school diploma or equivalent
33,54000,high school diploma or equivalent
48,0,grade 11
46,28000,master's degree
23,18000,high school diploma or equivalent
29,16000,high school diploma or equivalent
43,8500,grade 9
27,18000,some college but no degree
38,81000,high school diploma or equivalent
35,45000,high school diploma or equivalent
45,32000,high school diploma or equivalent
50,22000,high school diploma or equivalent
25,8000,high school diploma or equivalent
26,20000,grade 9
20,4399,grades 7 or 8
27,11000,some college but no degree
28,15000,bachelor's degree
27,28000,some college but no degree
46,70000,"associate's degree, occupational/vocational program"
44,112000,master's degree
44,90000,some college but no degree
21,1760,some college but no degree
45,63000,high school diploma or equivalent
25,28000,high school diploma or equivalent
45,31200,high school diploma or equivalent
25,16000,some college but no degree
48,30000,grade 11
37,26000,high school diploma or equivalent
39,37000,high school diploma or equivalent
21,0,grade 11
37,39259,bachelor's degree
44,45000,high school diploma or equivalent
42,42500,some college but no degree
48,0,high school diploma or equivalent
22,2000,some college but no degree
40,24000,grade 11
28,34900,high school diploma or equivalent
28,25000,grade 9
32,31000,high school diploma or equivalent
37,48000,high school diploma or equivalent
40,19200,high school diploma or equivalent
36,30500,high school diploma or equivalent
35,35000,some college but no degree
31,27000,high school diploma or equivalent
42,8000,high school diploma or equivalent
50,0,high school diploma or equivalent
43,25000,high school diploma or equivalent
40,29500,bachelor's degree
45,700,"grades 1, 2, 3, or 4"
50,56000,bachelor's degree
45,0,high school diploma or equivalent
32,18613,high school diploma or equivalent
44,22000,high school diploma or equivalent
42,2400,some college but no degree
31,30000,high school diploma or equivalent
42,20000,some college but no degree
28,0,high school diploma or equivalent
46,35000,master's degree
42,24000,bachelor's degree
35,42000,high school diploma or equivalent
24,0,grade 9
44,0,grades 7 or 8
42,48000,some college but no degree
33,0,high school diploma or equivalent
24,21000,high school diploma or equivalent
47,35000,high school diploma or equivalent
20,2000,high school diploma or equivalent
42,15000,some college but no degree
26,35000,"12th grade, no diploma"
28,50000,master's degree
24,26000,some college but no degree
35,30000,bachelor's degree
46,36000,high school diploma or equivalent
38,7000,"12th grade, no diploma"
46,50000,high school diploma or equivalent
47,95000,high school diploma or equivalent
22,31600,high school diploma or equivalent
40,15500,high school diploma or equivalent
45,17000,high school diploma or equivalent
43,15916,grade 10
41,20000,grade 11
45,26000,high school diploma or equivalent
41,30000,high school diploma or equivalent
41,4000,high school diploma or equivalent
36,0,high school diploma or equivalent
48,0,high school diploma or equivalent
23,21000,high school diploma or equivalent
37,10000,high school diploma or equivalent
48,51000,bachelor's degree
45,46000,high school diploma or equivalent
37,32000,some college but no degree
35,9360,bachelor's degree
35,5530,master's degree
26,31200,some college but no degree
36,100000,master's degree
24,17000,some college but no degree
25,0,some college but no degree
30,36000,high school diploma or equivalent
34,30000,some college but no degree
50,108000,doctorate degree
21,2300,some college but no degree
32,24000,doctorate degree
29,60000,bachelor's degree
36,50000,bachelor's degree
43,60000,bachelor's degree
23,8500,bachelor's degree
23,0,bachelor's degree
23,36000,some college but no degree
41,0,"12th grade, no diploma"
34,48000,high school diploma or equivalent
48,83000,high school diploma or equivalent
43,20000,high school diploma or equivalent
41,91287,high school diploma or equivalent
36,85000,bachelor's degree
35,49000,bachelor's degree
31,33500,master's degree
26,95400,bachelor's degree
49,64000,bachelor's degree
31,130000,doctorate degree
43,49000,some college but no degree
33,74600,master's degree
33,51256,bachelor's degree
41,88000,doctorate degree
29,75000,master's degree
47,75000,bachelor's degree
43,0,bachelor's degree
33,3700,bachelor's degree
30,30970,bachelor's degree
28,26000,bachelor's degree
34,229339,bachelor's degree
45,25000,some college but no degree
35,12000,"associate's degree, occupational/vocational program"
34,36285,"associate's degree, occupational/vocational program"
41,0,high school diploma or equivalent
34,22000,high school diploma or equivalent
40,42000,grades 7 or 8
27,30000,"associate's degree, occupational/vocational program"
44,30000,high school diploma or equivalent
38,33000,"associate's degree, academic program"
36,34800,bachelor's degree
27,22633,high school diploma or equivalent
34,34000,bachelor's degree
36,0,bachelor's degree
24,0,bachelor's degree
42,43999,bachelor's degree
45,75000,bachelor's degree
25,21232,grade 9
36,40000,bachelor's degree
28,0,"associate's degree, academic program"
28,25000,"associate's degree, academic program"
31,0,none or preschool
30,0,none or preschool
21,9200,none or preschool
21,9330,none or preschool
28,5000,grades 5 or 6
28,7500,grades 5 or 6
37,10000,high school diploma or equivalent
38,60000,"associate's degree, academic program"
33,30000,"associate's degree, occupational/vocational program"
28,41000,high school diploma or equivalent
20,8000,some college but no degree
21,0,some college but no degree
27,32500,high school diploma or equivalent
32,46000,bachelor's degree
35,61593,bachelor's degree
38,65000,some college but no degree
23,14000,bachelor's degree
50,40000,bachelor's degree
28,37000,"associate's degree, academic program"
44,35000,grade 10
38,30000,high school diploma or equivalent
47,23000,high school diploma or equivalent
31,35800,high school diploma or equivalent
25,30000,master's degree
46,95000,master's degree
32,70000,master's degree
32,0,"associate's degree, occupational/vocational program"
29,22000,grade 10
30,17000,"grades 1, 2, 3, or 4"
31,43316,some college but no degree
30,80000,some college but no degree
38,48000,master's degree
47,90000,master's degree
37,83037,bachelor's degree
31,40000,high school diploma or equivalent
29,31500,high school diploma or equivalent
36,36000,"associate's degree, academic program"
45,0,grade 10
30,80000,high school diploma or equivalent
47,55000,doctorate degree
40,0,high school diploma or equivalent
45,85000,master's degree
28,0,master's degree
34,10000,some college but no degree
44,46000,high school diploma or equivalent
27,54000,bachelor's degree
42,36000,high school diploma or equivalent
33,25000,some college but no degree
30,0,some college but no degree
26,52000,bachelor's degree
29,37000,"associate's degree, occupational/vocational program"
38,0,high school diploma or equivalent
30,70000,bachelor's degree
30,51500,professional school degree
27,34500,bachelor's degree
30,12000,high school diploma or equivalent
40,27000,bachelor's degree
47,0,"associate's degree, occupational/vocational program"
36,78000,some college but no degree
46,57000,"associate's degree, occupational/vocational program"
40,75000,master's degree
41,50000,doctorate degree
47,56000,bachelor's degree
20,8680,some college but no degree
47,0,high school diploma or equivalent
21,7000,high school diploma or equivalent
38,26000,grade 11
35,0,grade 9
45,33000,some college but no degree
22,3000,grades 7 or 8
36,20000,high school diploma or equivalent
32,15000,some college but no degree
49,30000,"associate's degree, academic program"
50,7000,some college but no degree
43,16000,some college but no degree
42,12000,grade 9
26,20000,high school diploma or equivalent
41,45000,high school diploma or equivalent
25,13000,high school diploma or equivalent
48,27000,high school diploma or equivalent
22,4200,some college but no degree
32,60000,bachelor's degree
